loss;epoch;iteration;global_iteration
0.3845585584640503;0;100;100
0.25495222210884094;0;200;200
0.22110848128795624;0;300;300
0.14596082270145416;0;400;400
0.15529608726501465;0;500;500
0.20612403750419617;0;600;600
0.11138056963682175;1;63;700
0.13986699283123016;1;163;800
0.07992943376302719;1;263;900
0.08734255284070969;1;363;1000
0.09941661357879639;1;463;1100
0.13931146264076233;1;563;1200
0.050818949937820435;2;26;1300
0.04542369395494461;2;126;1400
0.05410114675760269;2;226;1500
0.04619338735938072;2;326;1600
0.027339182794094086;2;426;1700
0.0926169604063034;2;526;1800
0.034185536205768585;2;626;1900
0.03643915057182312;3;89;2000
0.06907545030117035;3;189;2100
0.06123794615268707;3;289;2200
0.07896624505519867;3;389;2300
0.010769098065793514;3;489;2400
0.040563296526670456;3;589;2500
0.029367074370384216;4;52;2600
0.06116459146142006;4;152;2700
0.045702748000621796;4;252;2800
0.05639315024018288;4;352;2900
0.029151951894164085;4;452;3000
0.02732839621603489;4;552;3100
0.020877668634057045;5;15;3200
0.009130319580435753;5;115;3300
0.01390467956662178;5;215;3400
0.0473044253885746;5;315;3500
0.04453061893582344;5;415;3600
0.010001899674534798;5;515;3700
0.039659593254327774;5;615;3800
0.011266354471445084;6;78;3900
0.06924358755350113;6;178;4000
0.036908406764268875;6;278;4100
0.03057626448571682;6;378;4200
0.13563816249370575;6;478;4300
0.024553261697292328;6;578;4400
0.012727456167340279;7;41;4500
0.015041721984744072;7;141;4600
0.025988994166254997;7;241;4700
0.032769594341516495;7;341;4800
0.00990387424826622;7;441;4900
0.015146568417549133;7;541;5000
0.017083656042814255;8;4;5100
0.01659393310546875;8;104;5200
0.027531370520591736;8;204;5300
0.014630557969212532;8;304;5400
0.003905691672116518;8;404;5500
0.023966794833540916;8;504;5600
0.0028987196274101734;8;604;5700
0.009736606851220131;9;67;5800
0.008070076815783978;9;167;5900
0.028306633234024048;9;267;6000
0.006713831797242165;9;367;6100
0.012373478151857853;9;467;6200
0.014163661748170853;9;567;6300
0.009620226919651031;10;30;6400
0.0073319366201758385;10;130;6500
0.010463530197739601;10;230;6600
0.011128134094178677;10;330;6700
0.009518087841570377;10;430;6800
0.00868699699640274;10;530;6900
0.023508870974183083;10;630;7000
0.012543786317110062;11;93;7100
0.008362114429473877;11;193;7200
0.008495664224028587;11;293;7300
0.007623329758644104;11;393;7400
0.014321244321763515;11;493;7500
0.0031336545944213867;11;593;7600
0.0019300556741654873;12;56;7700
0.009757328778505325;12;156;7800
0.027970585972070694;12;256;7900
0.00620229821652174;12;356;8000
0.004668441601097584;12;456;8100
0.06075448915362358;12;556;8200
0.04527007043361664;13;19;8300
0.0065332697704434395;13;119;8400
0.005954642314463854;13;219;8500
0.008866077288985252;13;319;8600
0.006629448849707842;13;419;8700
0.00968309585005045;13;519;8800
0.0030048463959246874;13;619;8900
0.004233255982398987;14;82;9000
0.0039975885301828384;14;182;9100
0.006316248327493668;14;282;9200
0.0055238171480596066;14;382;9300
0.002315228572115302;14;482;9400
0.001943268347531557;14;582;9500
0.00420591002330184;15;45;9600
0.005174169782549143;15;145;9700
0.0061911894008517265;15;245;9800
0.005051396321505308;15;345;9900
0.009265054948627949;15;445;10000
0.004870869684964418;15;545;10100
0.004728373140096664;16;8;10200
0.005879156291484833;16;108;10300
0.010249285027384758;16;208;10400
0.014694640412926674;16;308;10500
0.019000684842467308;16;408;10600
0.01095038652420044;16;508;10700
0.005351904314011335;16;608;10800
0.002909414004534483;17;71;10900
0.0025038979947566986;17;171;11000
0.0024228834081441164;17;271;11100
0.0059598395600914955;17;371;11200
0.007775905076414347;17;471;11300
0.007351611275225878;17;571;11400
0.006054834462702274;18;34;11500
0.0008958239341154695;18;134;11600
0.005531952250748873;18;234;11700
0.003879368072375655;18;334;11800
0.003693789942190051;18;434;11900
0.0031387656927108765;18;534;12000
0.014131531119346619;18;634;12100
0.0021654735319316387;19;97;12200
0.0028787758201360703;19;197;12300
0.004562494345009327;19;297;12400
0.004397453740239143;19;397;12500
0.005125296302139759;19;497;12600
0.003750514006242156;19;597;12700
