loss;epoch;iteration;global_iteration
0.3869836926460266;0;100;100
0.27185389399528503;0;200;200
0.22807134687900543;0;300;300
0.19843395054340363;0;400;400
0.16047029197216034;0;500;500
0.18392102420330048;0;600;600
0.11532305926084518;1;63;700
0.13990379869937897;1;163;800
0.07895577698945999;1;263;900
0.10337498784065247;1;363;1000
0.10742443054914474;1;463;1100
0.12779755890369415;1;563;1200
0.047582074999809265;2;26;1300
0.03837542235851288;2;126;1400
0.06544099748134613;2;226;1500
0.1041412502527237;2;326;1600
0.03318527713418007;2;426;1700
0.12285096198320389;2;526;1800
0.03014475665986538;2;626;1900
0.048686038702726364;3;89;2000
0.045956216752529144;3;189;2100
0.08919335901737213;3;289;2200
0.0712772086262703;3;389;2300
0.010989593341946602;3;489;2400
0.04008305072784424;3;589;2500
0.048905856907367706;4;52;2600
0.08999565243721008;4;152;2700
0.030482349917292595;4;252;2800
0.018912827596068382;4;352;2900
0.02951822802424431;4;452;3000
0.04027775302529335;4;552;3100
0.02337459847331047;5;15;3200
0.012133574113249779;5;115;3300
0.029767990112304688;5;215;3400
0.04584290459752083;5;315;3500
0.057686857879161835;5;415;3600
0.012625654228031635;5;515;3700
0.027429237961769104;5;615;3800
0.010328003205358982;6;78;3900
0.05694209039211273;6;178;4000
0.05014800280332565;6;278;4100
0.03044530749320984;6;378;4200
0.1110401451587677;6;478;4300
0.06594382226467133;6;578;4400
0.019266122952103615;7;41;4500
0.02345060557126999;7;141;4600
0.009810179471969604;7;241;4700
0.032980576157569885;7;341;4800
0.013050488196313381;7;441;4900
0.041950613260269165;7;541;5000
0.03795523941516876;8;4;5100
0.017008941620588303;8;104;5200
0.03733129799365997;8;204;5300
0.0174493957310915;8;304;5400
0.0059708887711167336;8;404;5500
0.0313291922211647;8;504;5600
0.0025483290664851665;8;604;5700
0.009179987944662571;9;67;5800
0.007401317823678255;9;167;5900
0.015938937664031982;9;267;6000
0.007425331044942141;9;367;6100
0.012603599578142166;9;467;6200
0.01445818692445755;9;567;6300
0.016929062083363533;10;30;6400
0.00673577468842268;10;130;6500
0.014246570877730846;10;230;6600
0.04199273884296417;10;330;6700
0.00950715597718954;10;430;6800
0.021806808188557625;10;530;6900
0.12700815498828888;10;630;7000
0.009140056557953358;11;93;7100
0.008729290217161179;11;193;7200
0.012126618064939976;11;293;7300
0.02017681673169136;11;393;7400
0.021106425672769547;11;493;7500
0.004320008214563131;11;593;7600
0.0021399548277258873;12;56;7700
0.01650899089872837;12;156;7800
0.05427645891904831;12;256;7900
0.011158641427755356;12;356;8000
0.004722812213003635;12;456;8100
0.009084361605346203;12;556;8200
0.014486759901046753;13;19;8300
0.006620560307055712;13;119;8400
0.007601876277476549;13;219;8500
0.008812235668301582;13;319;8600
0.005672949831932783;13;419;8700
0.008899603970348835;13;519;8800
0.003650103695690632;13;619;8900
0.004841086454689503;14;82;9000
0.010825736448168755;14;182;9100
0.005277426913380623;14;282;9200
0.006415991578251123;14;382;9300
0.003151508281007409;14;482;9400
0.003266757819801569;14;582;9500
0.009909198619425297;15;45;9600
0.0074414703994989395;15;145;9700
0.00989269558340311;15;245;9800
0.0037308880127966404;15;345;9900
0.007896333932876587;15;445;10000
0.005740236025303602;15;545;10100
0.0033691949211061;16;8;10200
0.0064497897401452065;16;108;10300
0.010913996025919914;16;208;10400
0.011624187231063843;16;308;10500
0.02203691005706787;16;408;10600
0.011369972489774227;16;508;10700
0.004481651820242405;16;608;10800
0.0038348096422851086;17;71;10900
0.002169244922697544;17;171;11000
0.0040431031957268715;17;271;11100
0.025950394570827484;17;371;11200
0.005149795673787594;17;471;11300
0.008814645931124687;17;571;11400
0.004810169339179993;18;34;11500
0.0008178032585419714;18;134;11600
0.0052083381451666355;18;234;11700
0.004607762210071087;18;334;11800
0.004313929006457329;18;434;11900
0.003572633024305105;18;534;12000
0.01877380721271038;18;634;12100
0.0024211157578974962;19;97;12200
0.004949522670358419;19;197;12300
0.004444056656211615;19;297;12400
0.00486051756888628;19;397;12500
0.008551046252250671;19;497;12600
0.004213952925056219;19;597;12700
