loss_avg;epoch;iteration;global_iteration
0.31360194087028503;0;100;100
0.22481894493103027;0;200;200
0.1337984949350357;0;300;300
0.07008242607116699;0;400;400
0.18574610352516174;1;70;500
0.10140065103769302;1;170;600
0.14156422019004822;1;270;700
0.03532073646783829;1;370;800
0.02512502484023571;2;40;900
0.037333786487579346;2;140;1000
0.04729411005973816;2;240;1100
0.030221957713365555;2;340;1200
0.019425109028816223;3;10;1300
0.0362776555120945;3;110;1400
0.03307890519499779;3;210;1500
0.024405118077993393;3;310;1600
0.03016728162765503;3;410;1700
0.021612726151943207;4;80;1800
0.06828323006629944;4;180;1900
0.05756814032793045;4;280;2000
0.039293818175792694;4;380;2100
0.012768710032105446;5;50;2200
0.013218067586421967;5;150;2300
0.010822182521224022;5;250;2400
0.008420705795288086;5;350;2500
0.004925889428704977;6;20;2600
0.019948437809944153;6;120;2700
0.000649714027531445;6;220;2800
0.007017497904598713;6;320;2900
0.005020554177463055;6;420;3000
0.005846625193953514;7;90;3100
0.0036664344370365143;7;190;3200
0.005561305209994316;7;290;3300
0.05189665034413338;7;390;3400
0.014324813149869442;8;60;3500
0.0017033298499882221;8;160;3600
0.001373537932522595;8;260;3700
0.002739483490586281;8;360;3800
0.008314468897879124;9;30;3900
0.0033700517378747463;9;130;4000
0.015786027535796165;9;230;4100
0.003998706117272377;9;330;4200
0.0036713555455207825;9;430;4300
0.00302073173224926;10;100;4400
0.0038635260425508022;10;200;4500
0.015661343932151794;10;300;4600
0.03383716940879822;10;400;4700
0.0014366417890414596;11;70;4800
0.003993649501353502;11;170;4900
0.004634801764041185;11;270;5000
0.00535318348556757;11;370;5100
0.00280159804970026;12;40;5200
0.005007847212255001;12;140;5300
0.0018603731878101826;12;240;5400
0.01380173023790121;12;340;5500
0.0053680962882936;13;10;5600
0.003573027439415455;13;110;5700
0.0003783862921409309;13;210;5800
0.003367711789906025;13;310;5900
0.0025986621621996164;13;410;6000
0.003459587227553129;14;80;6100
0.00010365249181631953;14;180;6200
0.001317561836913228;14;280;6300
0.0015452560037374496;14;380;6400
7.556470518466085e-05;15;50;6500
0.00086429831571877;15;150;6600
0.0013049328699707985;15;250;6700
0.001298287184908986;15;350;6800
0.008221693336963654;16;20;6900
0.00017910468159243464;16;120;7000
0.0010741446167230606;16;220;7100
0.005193847231566906;16;320;7200
0.0024569430388510227;16;420;7300
0.006489146035164595;17;90;7400
0.0028252038173377514;17;190;7500
0.005526798777282238;17;290;7600
0.0018795281648635864;17;390;7700
0.010499894618988037;18;60;7800
0.004388475324958563;18;160;7900
0.0010801382595673203;18;260;8000
0.0004304302274249494;18;360;8100
0.0008186853374354541;19;30;8200
0.00028212659526616335;19;130;8300
0.0002822951937559992;19;230;8400
0.0009131655097007751;19;330;8500
0.0015288357390090823;19;430;8600
