loss;epoch;iteration;global_iteration
0.6272038817405701;0;100;100
0.44963788986206055;0;200;200
0.2675969898700714;0;300;300
0.14016485214233398;0;400;400
0.3714922070503235;1;70;500
0.20280130207538605;1;170;600
0.28312844038009644;1;270;700
0.07064147293567657;1;370;800
0.05025004968047142;2;40;900
0.07466757297515869;2;140;1000
0.09458822011947632;2;240;1100
0.06044391542673111;2;340;1200
0.038850218057632446;3;10;1300
0.072555311024189;3;110;1400
0.06615781038999557;3;210;1500
0.048810236155986786;3;310;1600
0.06033456325531006;3;410;1700
0.043225452303886414;4;80;1800
0.13656646013259888;4;180;1900
0.1151362806558609;4;280;2000
0.07858763635158539;4;380;2100
0.02553742006421089;5;50;2200
0.026436135172843933;5;150;2300
0.021644365042448044;5;250;2400
0.016841411590576172;5;350;2500
0.009851778857409954;6;20;2600
0.039896875619888306;6;120;2700
0.00129942805506289;6;220;2800
0.014034995809197426;6;320;2900
0.01004110835492611;6;420;3000
0.011693250387907028;7;90;3100
0.0073328688740730286;7;190;3200
0.011122610419988632;7;290;3300
0.10379330068826675;7;390;3400
0.028649626299738884;8;60;3500
0.0034066596999764442;8;160;3600
0.00274707586504519;8;260;3700
0.005478966981172562;8;360;3800
0.016628937795758247;9;30;3900
0.006740103475749493;9;130;4000
0.03157205507159233;9;230;4100
0.007997412234544754;9;330;4200
0.007342711091041565;9;430;4300
0.00604146346449852;10;100;4400
0.0077270520851016045;10;200;4500
0.03132268786430359;10;300;4600
0.06767433881759644;10;400;4700
0.002873283578082919;11;70;4800
0.007987299002707005;11;170;4900
0.00926960352808237;11;270;5000
0.01070636697113514;11;370;5100
0.00560319609940052;12;40;5200
0.010015694424510002;12;140;5300
0.003720746375620365;12;240;5400
0.02760346047580242;12;340;5500
0.0107361925765872;13;10;5600
0.00714605487883091;13;110;5700
0.0007567725842818618;13;210;5800
0.00673542357981205;13;310;5900
0.005197324324399233;13;410;6000
0.006919174455106258;14;80;6100
0.00020730498363263905;14;180;6200
0.002635123673826456;14;280;6300
0.0030905120074748993;14;380;6400
0.0001511294103693217;15;50;6500
0.00172859663143754;15;150;6600
0.002609865739941597;15;250;6700
0.002596574369817972;15;350;6800
0.016443386673927307;16;20;6900
0.0003582093631848693;16;120;7000
0.002148289233446121;16;220;7100
0.010387694463133812;16;320;7200
0.0049138860777020454;16;420;7300
0.01297829207032919;17;90;7400
0.005650407634675503;17;190;7500
0.011053597554564476;17;290;7600
0.003759056329727173;17;390;7700
0.020999789237976074;18;60;7800
0.008776950649917126;18;160;7900
0.0021602765191346407;18;260;8000
0.0008608604548498988;18;360;8100
0.0016373706748709083;19;30;8200
0.0005642531905323267;19;130;8300
0.0005645903875119984;19;230;8400
0.0018263310194015503;19;330;8500
0.0030576714780181646;19;430;8600
