loss;epoch;iteration;global_iteration
0.38184067606925964;0;100;100
0.2613682746887207;0;200;200
0.2354939579963684;0;300;300
0.20116668939590454;0;400;400
0.16992521286010742;0;500;500
0.20358484983444214;0;600;600
0.1119413748383522;1;63;700
0.1305875927209854;1;163;800
0.07822680473327637;1;263;900
0.1038709431886673;1;363;1000
0.10035039484500885;1;463;1100
0.11339559406042099;1;563;1200
0.05776377394795418;2;26;1300
0.035455379635095596;2;126;1400
0.04910029098391533;2;226;1500
0.043637022376060486;2;326;1600
0.0243303794413805;2;426;1700
0.09340962767601013;2;526;1800
0.04650946334004402;2;626;1900
0.06588584184646606;3;89;2000
0.04990779235959053;3;189;2100
0.06411892175674438;3;289;2200
0.07135263085365295;3;389;2300
0.01013324037194252;3;489;2400
0.03793475031852722;3;589;2500
0.04197489470243454;4;52;2600
0.07446575909852982;4;152;2700
0.05283775553107262;4;252;2800
0.038195330649614334;4;352;2900
0.030843017622828484;4;452;3000
0.028334621340036392;4;552;3100
0.020003624260425568;5;15;3200
0.009453210979700089;5;115;3300
0.02716607041656971;5;215;3400
0.03947178274393082;5;315;3500
0.02808203361928463;5;415;3600
0.02223331481218338;5;515;3700
0.052783213555812836;5;615;3800
0.010559175163507462;6;78;3900
0.04420952498912811;6;178;4000
0.042419545352458954;6;278;4100
0.01663399487733841;6;378;4200
0.11100468039512634;6;478;4300
0.05121012404561043;6;578;4400
0.00920148566365242;7;41;4500
0.02774672955274582;7;141;4600
0.02296357974410057;7;241;4700
0.03563165292143822;7;341;4800
0.0156215475872159;7;441;4900
0.01803302764892578;7;541;5000
0.018394533544778824;8;4;5100
0.012671360746026039;8;104;5200
0.044305555522441864;8;204;5300
0.02732522040605545;8;304;5400
0.004166622646152973;8;404;5500
0.02334684506058693;8;504;5600
0.0030805454589426517;8;604;5700
0.007888881489634514;9;67;5800
0.008280334062874317;9;167;5900
0.038950446993112564;9;267;6000
0.006692794617265463;9;367;6100
0.013458955101668835;9;467;6200
0.01901913620531559;9;567;6300
0.01160215213894844;10;30;6400
0.007863231934607029;10;130;6500
0.010502531193196774;10;230;6600
0.014887576922774315;10;330;6700
0.012946827337145805;10;430;6800
0.043153803795576096;10;530;6900
0.032596834003925323;10;630;7000
0.014777980744838715;11;93;7100
0.01510016992688179;11;193;7200
0.021085647866129875;11;293;7300
0.006096566095948219;11;393;7400
0.010745932348072529;11;493;7500
0.0037681306712329388;11;593;7600
0.002912837080657482;12;56;7700
0.02127571403980255;12;156;7800
0.028893519192934036;12;256;7900
0.006146390922367573;12;356;8000
0.005119207315146923;12;456;8100
0.010473453439772129;12;556;8200
0.019696293398737907;13;19;8300
0.006916309241205454;13;119;8400
0.00729772262275219;13;219;8500
0.010869908146560192;13;319;8600
0.004453036934137344;13;419;8700
0.011231975629925728;13;519;8800
0.0030593732371926308;13;619;8900
0.004297408275306225;14;82;9000
0.013871880248188972;14;182;9100
0.005959417205303907;14;282;9200
0.004890346433967352;14;382;9300
0.0034029893577098846;14;482;9400
0.002039914717897773;14;582;9500
0.005321201402693987;15;45;9600
0.006790433079004288;15;145;9700
0.005641717463731766;15;245;9800
0.005247400142252445;15;345;9900
0.00891889538615942;15;445;10000
0.004073285032063723;15;545;10100
0.004153067246079445;16;8;10200
0.004644753411412239;16;108;10300
0.010508492588996887;16;208;10400
0.021325141191482544;16;308;10500
0.04842371121048927;16;408;10600
0.019487835466861725;16;508;10700
0.008280778303742409;16;608;10800
0.0037289345636963844;17;71;10900
0.003621058538556099;17;171;11000
0.0026253163814544678;17;271;11100
0.004468170925974846;17;371;11200
0.004824631381779909;17;471;11300
0.00668521411716938;17;571;11400
0.006619465071707964;18;34;11500
0.000648971414193511;18;134;11600
0.00790051557123661;18;234;11700
0.004107301589101553;18;334;11800
0.00309988996013999;18;434;11900
0.00397623423486948;18;534;12000
0.009326647035777569;18;634;12100
0.010056717321276665;19;97;12200
0.005137467756867409;19;197;12300
0.004172844812273979;19;297;12400
0.004502309486269951;19;397;12500
0.010416975244879723;19;497;12600
0.004891637712717056;19;597;12700
