loss_avg;epoch;iteration;global_iteration
0.1693175733089447;0;100;100
0.09985402971506119;0;200;200
0.09646675735712051;0;300;300
0.065973199903965;0;400;400
0.06078668683767319;0;500;500
0.07306450605392456;0;600;600
0.03839747607707977;1;63;700
0.053406231105327606;1;163;800
0.036248721182346344;1;263;900
0.03200264275074005;1;363;1000
0.02979876473546028;1;463;1100
0.04575304314494133;1;563;1200
0.01744299940764904;2;26;1300
0.010424192994832993;2;126;1400
0.03494923189282417;2;226;1500
0.025012128055095673;2;326;1600
0.009880978614091873;2;426;1700
0.02965553104877472;2;526;1800
0.010271981358528137;2;626;1900
0.016199033707380295;3;89;2000
0.031398892402648926;3;189;2100
0.018093083053827286;3;289;2200
0.015946026891469955;3;389;2300
0.004609542898833752;3;489;2400
0.012895431369543076;3;589;2500
0.007405361160635948;4;52;2600
0.03880409896373749;4;152;2700
0.012902128510177135;4;252;2800
0.006543098948895931;4;352;2900
0.00940665788948536;4;452;3000
0.007667852565646172;4;552;3100
0.01295420527458191;5;15;3200
0.0038555278442800045;5;115;3300
0.004851914942264557;5;215;3400
0.010499161668121815;5;315;3500
0.004284869879484177;5;415;3600
0.003685812931507826;5;515;3700
0.008638828061521053;5;615;3800
0.005972373764961958;6;78;3900
0.012278787791728973;6;178;4000
0.018044639378786087;6;278;4100
0.016070270910859108;6;378;4200
0.011755535379052162;6;478;4300
0.018926523625850677;6;578;4400
0.003975259140133858;7;41;4500
0.005216596182435751;7;141;4600
0.0024201306514441967;7;241;4700
0.009181703440845013;7;341;4800
0.004799039103090763;7;441;4900
0.008095594123005867;7;541;5000
0.00881984829902649;8;4;5100
0.011648793704807758;8;104;5200
0.017570095136761665;8;204;5300
0.004660866688936949;8;304;5400
0.0013443196658045053;8;404;5500
0.006860869470983744;8;504;5600
0.0013133925385773182;8;604;5700
0.013255027122795582;9;67;5800
0.0034457137808203697;9;167;5900
0.008042126893997192;9;267;6000
0.002702260622754693;9;367;6100
0.0024406530428677797;9;467;6200
0.002758667105808854;9;567;6300
0.0026953399647027254;10;30;6400
0.0026297769509255886;10;130;6500
0.004194921813905239;10;230;6600
0.00660615973174572;10;330;6700
0.0031160935759544373;10;430;6800
0.003205401822924614;10;530;6900
0.03651334345340729;10;630;7000
0.010534865781664848;11;93;7100
0.003014917019754648;11;193;7200
0.003671774175018072;11;293;7300
0.0019083772785961628;11;393;7400
0.005628837272524834;11;493;7500
0.0014209304936230183;11;593;7600
0.000988805084489286;12;56;7700
0.002682802267372608;12;156;7800
0.010974105447530746;12;256;7900
0.0017674209084361792;12;356;8000
0.0022597743663936853;12;456;8100
0.0030856411904096603;12;556;8200
0.004079243168234825;13;19;8300
0.0015002451837062836;13;119;8400
0.0024587870575487614;13;219;8500
0.0031691687181591988;13;319;8600
0.0015753856860101223;13;419;8700
0.006827769801020622;13;519;8800
0.0011973876971751451;13;619;8900
0.0017819086788222194;14;82;9000
0.001740508247166872;14;182;9100
0.0038865520618855953;14;282;9200
0.0022260788828134537;14;382;9300
0.0012346331495791674;14;482;9400
0.000852188328281045;14;582;9500
0.0014859321527183056;15;45;9600
0.001479879254475236;15;145;9700
0.0086442232131958;15;245;9800
0.0023934312630444765;15;345;9900
0.0026340109761804342;15;445;10000
0.0016573064494878054;15;545;10100
0.0009429235360585153;16;8;10200
0.0018222681246697903;16;108;10300
0.0024826459120959044;16;208;10400
0.002591411117464304;16;308;10500
0.002379433950409293;16;408;10600
0.0035684630274772644;16;508;10700
0.0011187761556357145;16;608;10800
0.0010741990990936756;17;71;10900
0.00112100038677454;17;171;11000
0.000868935021571815;17;271;11100
0.0012279391521587968;17;371;11200
0.00210340297780931;17;471;11300
0.0024950976949185133;17;571;11400
0.0006762770935893059;18;34;11500
0.0004252336220815778;18;134;11600
0.002252403413876891;18;234;11700
0.0013356073759496212;18;334;11800
0.0015379071701318026;18;434;11900
0.0007266090833581984;18;534;12000
0.002265939489006996;18;634;12100
0.0009710193262435496;19;97;12200
0.0007561089587397873;19;197;12300
0.0009580996120348573;19;297;12400
0.0013451852137222886;19;397;12500
0.004625121131539345;19;497;12600
0.0009146623779088259;19;597;12700
