loss_avg;epoch;iteration;global_iteration
0.24208660423755646;0;100;100
0.13305652141571045;0;200;200
0.06581445038318634;0;300;300
0.10133722424507141;0;400;400
0.08071787655353546;0;500;500
0.07627008855342865;0;600;600
0.029920974746346474;1;63;700
0.04521893337368965;1;163;800
0.04409544914960861;1;263;900
0.05566336587071419;1;363;1000
0.024729080498218536;1;463;1100
0.05998309701681137;1;563;1200
0.050542689859867096;2;26;1300
0.02980978786945343;2;126;1400
0.013147730380296707;2;226;1500
0.039786115288734436;2;326;1600
0.02701539546251297;2;426;1700
0.01750124804675579;2;526;1800
0.018976783379912376;2;626;1900
0.014139628037810326;3;89;2000
0.013594990596175194;3;189;2100
0.008873103186488152;3;289;2200
0.04312290996313095;3;389;2300
0.013242308981716633;3;489;2400
0.018918843939900398;3;589;2500
0.005663173273205757;4;52;2600
0.00845013465732336;4;152;2700
0.0038037472404539585;4;252;2800
0.008166448213160038;4;352;2900
0.008451316505670547;4;452;3000
0.008267782628536224;4;552;3100
0.005555015057325363;5;15;3200
0.0033166930079460144;5;115;3300
0.00458409683778882;5;215;3400
0.003307189093902707;5;315;3500
0.01929972507059574;5;415;3600
0.007492191158235073;5;515;3700
0.00747072696685791;5;615;3800
0.008135255426168442;6;78;3900
0.012198821641504765;6;178;4000
0.010067339986562729;6;278;4100
0.004124782979488373;6;378;4200
0.032915905117988586;6;478;4300
0.004633023403584957;6;578;4400
0.003662089118734002;7;41;4500
0.0034969672560691833;7;141;4600
0.010771989822387695;7;241;4700
0.00277765654027462;7;341;4800
0.0032549723982810974;7;441;4900
0.008862154558300972;7;541;5000
0.006215075496584177;8;4;5100
0.002057588193565607;8;104;5200
0.0027081691659986973;8;204;5300
0.002395357470959425;8;304;5400
0.0030230279080569744;8;404;5500
0.002350566675886512;8;504;5600
0.0030051718931645155;8;604;5700
0.002886688569560647;9;67;5800
0.0014504658756777644;9;167;5900
0.0019016850274056196;9;267;6000
0.003885820973664522;9;367;6100
0.002046542940661311;9;467;6200
0.0009513437980785966;9;567;6300
0.00324608595110476;10;30;6400
0.0017069047316908836;10;130;6500
0.0013499045744538307;10;230;6600
0.004418774042278528;10;330;6700
0.005141148809343576;10;430;6800
0.0029007859993726015;10;530;6900
0.006168263964354992;10;630;7000
0.01013615820556879;11;93;7100
0.0021083164028823376;11;193;7200
0.0031095047015696764;11;293;7300
0.005267982371151447;11;393;7400
0.004492748063057661;11;493;7500
0.0016981675289571285;11;593;7600
0.003122975118458271;12;56;7700
0.0015321988612413406;12;156;7800
0.0021498233545571566;12;256;7900
0.0030977660790085793;12;356;8000
0.001370518235489726;12;456;8100
0.0026298225857317448;12;556;8200
0.0013919899938628078;13;19;8300
0.0021793211344629526;13;119;8400
0.001905672368593514;13;219;8500
0.0035766875371336937;13;319;8600
0.0007704345043748617;13;419;8700
0.0014504529535770416;13;519;8800
0.002682575024664402;13;619;8900
0.0014077083906158805;14;82;9000
0.0016207948792725801;14;182;9100
0.002532095415517688;14;282;9200
0.0017797253094613552;14;382;9300
0.001935282489284873;14;482;9400
0.01041194424033165;14;582;9500
0.002722555072978139;15;45;9600
0.0032515255734324455;15;145;9700
0.0011761283967643976;15;245;9800
0.0014493860071524978;15;345;9900
0.0011452129110693932;15;445;10000
0.0015378312673419714;15;545;10100
0.0011536432430148125;16;8;10200
0.0021933510433882475;16;108;10300
0.0015078388387337327;16;208;10400
0.0013559861108660698;16;308;10500
0.001530899666249752;16;408;10600
0.001398251624777913;16;508;10700
0.0019730161875486374;16;608;10800
0.00230533629655838;17;71;10900
0.0016916404711082578;17;171;11000
0.002874086145311594;17;271;11100
0.0007801708416081965;17;371;11200
0.0013793213292956352;17;471;11300
0.0009569245157763362;17;571;11400
0.001128847012296319;18;34;11500
0.0021419331897050142;18;134;11600
0.001315541798248887;18;234;11700
0.012002759613096714;18;334;11800
0.00039998977445065975;18;434;11900
0.002901429310441017;18;534;12000
0.0031258277595043182;18;634;12100
0.0006345774745568633;19;97;12200
0.0015456265537068248;19;197;12300
0.0008657415164634585;19;297;12400
0.001651944825425744;19;397;12500
0.0006783871212974191;19;497;12600
0.0026011087466031313;19;597;12700
