loss;epoch;iteration;global_iteration
0.39166125655174255;0;100;100
0.2633206844329834;0;200;200
0.22111505270004272;0;300;300
0.20415616035461426;0;400;400
0.1721450686454773;0;500;500
0.17901380360126495;0;600;600
0.12114490568637848;1;63;700
0.11871063709259033;1;163;800
0.09224604070186615;1;263;900
0.12129562348127365;1;363;1000
0.10962509363889694;1;463;1100
0.16033196449279785;1;563;1200
0.05552370473742485;2;26;1300
0.037314414978027344;2;126;1400
0.06614543497562408;2;226;1500
0.08072274923324585;2;326;1600
0.031693097203969955;2;426;1700
0.12464071810245514;2;526;1800
0.05290263146162033;2;626;1900
0.05406827852129936;3;89;2000
0.030858276411890984;3;189;2100
0.09305621683597565;3;289;2200
0.10494640469551086;3;389;2300
0.012329643592238426;3;489;2400
0.07915274798870087;3;589;2500
0.02242039144039154;4;52;2600
0.06454893946647644;4;152;2700
0.04883226007223129;4;252;2800
0.03101309761404991;4;352;2900
0.028819898143410683;4;452;3000
0.027460981160402298;4;552;3100
0.027363307774066925;5;15;3200
0.010704182088375092;5;115;3300
0.03649809956550598;5;215;3400
0.042155731469392776;5;315;3500
0.04332149401307106;5;415;3600
0.01474149338901043;5;515;3700
0.03791100159287453;5;615;3800
0.01178591139614582;6;78;3900
0.07526499032974243;6;178;4000
0.020324982702732086;6;278;4100
0.02791121043264866;6;378;4200
0.13995236158370972;6;478;4300
0.06615956127643585;6;578;4400
0.01408999040722847;7;41;4500
0.03127142786979675;7;141;4600
0.01709744706749916;7;241;4700
0.014900818467140198;7;341;4800
0.03138703107833862;7;441;4900
0.018466955050826073;7;541;5000
0.018077563494443893;8;4;5100
0.014712626114487648;8;104;5200
0.02861400693655014;8;204;5300
0.013762329705059528;8;304;5400
0.00593310222029686;8;404;5500
0.032703302800655365;8;504;5600
0.002889020601287484;8;604;5700
0.008793368004262447;9;67;5800
0.00850186962634325;9;167;5900
0.025928163900971413;9;267;6000
0.004841788671910763;9;367;6100
0.01602940261363983;9;467;6200
0.016705716028809547;9;567;6300
0.011731596663594246;10;30;6400
0.011864056810736656;10;130;6500
0.01001836359500885;10;230;6600
0.017133260145783424;10;330;6700
0.012049623765051365;10;430;6800
0.042094819247722626;10;530;6900
0.0897756814956665;10;630;7000
0.007326919119805098;11;93;7100
0.008394502103328705;11;193;7200
0.008815242908895016;11;293;7300
0.012972800992429256;11;393;7400
0.013137659057974815;11;493;7500
0.005261416081339121;11;593;7600
0.00274760858155787;12;56;7700
0.016132228076457977;12;156;7800
0.039978332817554474;12;256;7900
0.006700457073748112;12;356;8000
0.006090033799409866;12;456;8100
0.010773981921374798;12;556;8200
0.013571931049227715;13;19;8300
0.007686397060751915;13;119;8400
0.007459280546754599;13;219;8500
0.01058236788958311;13;319;8600
0.005546962842345238;13;419;8700
0.011119715869426727;13;519;8800
0.004030579701066017;13;619;8900
0.0059609562158584595;14;82;9000
0.004715945105999708;14;182;9100
0.010831121355295181;14;282;9200
0.00450251204892993;14;382;9300
0.0026579019613564014;14;482;9400
0.0018475365359336138;14;582;9500
0.004919041413813829;15;45;9600
0.005032713059335947;15;145;9700
0.005280734039843082;15;245;9800
0.006101091857999563;15;345;9900
0.010535539127886295;15;445;10000
0.0038155068177729845;15;545;10100
0.011960911564528942;16;8;10200
0.006142523605376482;16;108;10300
0.01334916427731514;16;208;10400
0.009973470121622086;16;308;10500
0.008001063019037247;16;408;10600
0.01222672127187252;16;508;10700
0.00613725371658802;16;608;10800
0.004207725170999765;17;71;10900
0.002846922492608428;17;171;11000
0.0026804544031620026;17;271;11100
0.004586741328239441;17;371;11200
0.004982505924999714;17;471;11300
0.023786630481481552;17;571;11400
0.006442229263484478;18;34;11500
0.0009483618778176606;18;134;11600
0.007677736692130566;18;234;11700
0.0038620904088020325;18;334;11800
0.0032037990167737007;18;434;11900
0.0041779689490795135;18;534;12000
0.007874947041273117;18;634;12100
0.0024486216716468334;19;97;12200
0.004897987470030785;19;197;12300
0.0035560859832912683;19;297;12400
0.0048497202806174755;19;397;12500
0.006958681624382734;19;497;12600
0.005278540775179863;19;597;12700
